MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
0.5768,48.0,1.8287,0.6254,925.0,3.1611,33.828,-117.9173,1.4482
6.8108,27.0,2.6591,0.8838,4844.0,3.0493,36.6902,-122.2546,5.0
7.9226,23.0,5.3842,1.6805,3336.0,3.3823,36.4364,-122.2395,5.0
12.0082,31.0,7.0969,2.1959,2451.0,3.0974,37.4578,-119.1977,5.0
6.1424,7.0,7.1322,1.7059,1781.0,2.3429,35.1565,-123.7865,3.2394
1.9966,7.0,3.6347,0.6175,1027.0,2.6815,32.8044,-122.0388,0.4357
1.9421,8.0,3.6817,1.0427,4696.0,2.5582,38.3367,-116.2485,0.7146
5.846,45.0,4.0276,1.0247,2176.0,7.1154,36.0503,-119.6772,4.6426
5.1958,39.0,5.7028,1.316,1293.0,1.0,38.6877,-124.2231,4.5565
2.1072,49.0,2.645,0.5888,3318.0,3.0401,33.5323,-123.8683,3.1322
1.6649,42.0,1.6046,0.5,734.0,1.0,32.6309,-114.937,2.5751
2.4911,7.0,6.2867,1.4527,1641.0,5.3376,34.8588,-114.5501,0.9663
2.2286,9.0,3.7863,1.2673,523.0,3.7107,36.8372,-117.8325,0.3805
3.7479,43.0,7.1611,1.3565,3967.0,2.9311,36.2437,-122.5766,4.0503
1.1751,28.0,16.4358,4.434,995.0,5.9373,40.1979,-120.6719,2.0134
6.9795,32.0,3.8827,1.067,4486.0,1.3256,36.0895,-121.3231,5.0
1.6637,12.0,7.5195,1.7025,2850.0,1.7156,37.5392,-116.3344,1.6163
1.6761,26.0,1.0565,0.5,3080.0,1.943,38.1384,-118.9143,1.8915
10.3051,47.0,4.392,0.7957,1827.0,2.9796,32.7074,-116.3916,5.0
5.0151,25.0,6.0504,1.4111,4710.0,2.4444,37.3938,-120.7507,3.5097
1.572,36.0,1.0,0.5,2852.0,3.9006,35.7759,-115.4571,1.2088
2.6893,39.0,12.2878,1.9328,706.0,2.5537,36.5022,-120.0367,3.7707
2.8364,48.0,3.197,1.0703,3043.0,4.3552,33.4527,-120.1593,3.2677
7.3098,11.0,9.2422,1.3893,2042.0,1.0,39.9368,-119.4134,4.4963
3.7294,47.0,7.9078,1.2623,3314.0,6.8105,41.4528,-118.3452,2.4433
1.9699,32.0,13.9843,3.9678,617.0,1.0,32.7116,-115.2012,2.9622
5.1517,43.0,1.0701,0.5,1296.0,3.4012,38.213,-119.7393,4.3038
11.6036,14.0,6.6702,1.6109,3012.0,1.0,39.7565,-114.8266,5.0
6.0044,7.0,5.258,1.1276,4973.0,4.6698,35.2057,-120.4058,4.5132
10.5214,5.0,1.0,0.5,3649.0,2.6494,39.9818,-121.1244,5.0
2.8197,20.0,4.9705,1.611,2302.0,1.0,38.5074,-121.4315,2.5308
1.264,29.0,4.5988,0.979,868.0,1.0,41.327,-124.28,2.1931
1.0075,15.0,2.1817,0.5955,1501.0,7.8992,41.8195,-115.6689,0.3
3.3727,14.0,4.7514,1.5664,382.0,2.8935,32.9023,-123.676,2.3743
6.2683,42.0,4.4525,1.2587,938.0,1.4054,36.7269,-121.023,5.0
6.4501,38.0,3.9005,0.6489,4836.0,2.1352,37.6964,-121.8952,5.0
6.5865,33.0,6.8092,1.2395,1304.0,2.7777,33.8941,-116.7579,5.0
5.4421,34.0,8.6733,2.695,4306.0,1.0,35.6947,-114.8011,5.0
1.2365,44.0,3.2279,0.7922,1359.0,1.0,41.8827,-116.0062,2.4082
4.8189,12.0,5.0875,0.9993,1109.0,1.2098,32.6542,-121.172,4.0734
7.2663,48.0,13.7612,2.2942,2016.0,1.8896,36.7988,-119.7601,5.0
6.2036,44.0,5.0488,0.8354,2206.0,1.0,40.5052,-121.9308,5.0
1.9106,18.0,3.153,0.7973,4738.0,2.7734,35.5771,-114.8906,1.3954
1.457,18.0,2.4449,0.7265,471.0,2.811,37.0581,-123.2651,1.3751
1.9495,10.0,7.6746,1.7889,1596.0,2.2971,41.7914,-114.5997,0.9384
4.6006,37.0,3.342,0.7677,1667.0,2.6145,37.0113,-116.038,3.8659
0.902,16.0,2.8867,0.5,1703.0,6.4073,33.7438,-117.0996,0.3
1.7368,14.0,7.3603,1.6417,1244.0,1.0,32.9914,-116.4505,1.9255
2.1884,35.0,1.9334,0.5,1696.0,1.9594,41.4815,-120.9708,3.0566
3.5591,11.0,7.0919,1.6276,2377.0,1.0,35.0252,-121.4228,2.4626
7.1383,6.0,2.5416,0.5,2947.0,3.3988,37.2886,-120.5332,4.3699
13.5838,44.0,2.9065,0.7595,931.0,1.5832,33.3617,-122.6112,5.0
0.6744,3.0,1.8886,0.5019,3531.0,1.0,36.5247,-116.7379,0.7486
4.29,47.0,3.0146,0.9608,4963.0,6.7008,41.336,-119.5595,2.7481
15.0,35.0,10.6279,1.9478,702.0,1.0,37.2729,-115.2876,5.0
4.2781,18.0,20.0,5.0,733.0,1.6011,41.7258,-115.3648,3.8893
7.3732,29.0,4.7935,1.529,4549.0,4.0378,34.9589,-122.8791,5.0
2.7279,17.0,4.2327,1.4106,3688.0,2.9725,37.2932,-122.2243,2.2061
5.843,21.0,8.721,1.6141,512.0,1.0,40.6655,-120.2293,4.606
5.4115,36.0,7.1687,1.9763,1684.0,2.6982,36.7584,-123.2643,5.0
3.309,47.0,9.8538,1.7782,1008.0,3.9812,35.1551,-117.3299,3.405
1.0666,12.0,6.7393,1.2728,4459.0,2.5221,40.627,-116.829,0.9968
4.9102,28.0,10.6925,3.1359,4775.0,4.8563,36.2039,-116.998,3.2253
9.0436,45.0,6.5045,2.0672,463.0,3.0326,37.5419,-119.6098,5.0
0.8966,1.0,13.7754,3.0657,2356.0,2.2872,41.777,-115.7306,0.8094
5.5643,1.0,8.5663,2.6495,4146.0,3.097,34.2716,-118.1992,2.4197
3.7627,32.0,13.0298,3.7366,3940.0,6.449,35.3633,-114.1664,2.6712
6.738,8.0,4.2426,0.9419,1386.0,2.6292,32.7952,-116.0194,2.8983
3.9658,51.0,4.6521,0.9581,1562.0,1.3721,36.2225,-116.9885,4.6563
15.0,7.0,6.2258,1.8411,4356.0,3.6756,34.4017,-123.2177,5.0
2.1519,38.0,6.4569,2.0554,1484.0,4.6454,38.9603,-115.841,1.3257
3.511,17.0,5.2419,0.881,2773.0,1.0,34.2226,-121.322,2.725
12.9939,48.0,5.596,1.3665,858.0,4.7219,38.9107,-120.1433,5.0
2.6045,45.0,4.5576,0.9335,495.0,2.5953,35.003,-119.6873,3.34
0.9757,41.0,6.1961,1.0704,3588.0,3.5582,35.8746,-121.0544,2.3591
3.2886,33.0,3.9671,0.7394,840.0,6.0127,35.8142,-123.3722,1.7258
1.3868,12.0,10.4458,3.264,4427.0,1.0,39.3091,-122.4266,0.9136
5.1269,6.0,8.2737,2.3698,3721.0,2.118,36.9318,-116.1439,3.8396
6.4484,14.0,6.2495,2.147,1668.0,2.9574,35.9323,-117.7164,4.2471
10.6797,5.0,1.5885,0.5,2593.0,1.863,40.5999,-114.6944,5.0
9.59,41.0,1.4119,0.5,396.0,5.1051,37.9335,-115.9609,5.0
4.1556,15.0,5.6106,0.94,4452.0,1.0,34.5314,-120.3169,3.468
0.5,23.0,2.7439,0.8909,245.0,4.9044,41.0509,-116.3235,0.3
0.6151,32.0,7.6317,1.2213,2173.0,4.1546,35.7552,-118.5051,0.9432
1.903,36.0,1.0,0.5,534.0,1.0,32.8703,-121.5225,1.9005
4.835,31.0,15.1639,4.7112,4751.0,1.2472,37.1987,-114.3591,4.7857
3.7213,38.0,2.1203,0.7147,1028.0,3.1306,33.6774,-114.8437,2.8674
0.9108,6.0,9.8979,2.6549,1475.0,1.2922,34.7654,-123.3331,0.3324
3.335,15.0,4.4262,1.4257,1753.0,1.1515,39.5976,-115.77,2.2096
2.562,39.0,1.521,0.5,1733.0,4.4909,33.7421,-123.6921,2.1899
4.945,37.0,4.6628,1.5052,203.0,1.8336,40.166,-114.8403,3.1813
1.2178,33.0,12.221,2.5283,2635.0,1.0,41.4006,-118.0087,3.248
1.7328,48.0,4.3781,1.4796,4710.0,1.0,38.2621,-122.7675,4.2018
1.5273,51.0,11.5811,2.7261,1335.0,1.0,39.2484,-116.0005,4.3816
9.9509,5.0,5.3551,1.639,637.0,1.0,39.2791,-119.1359,5.0
3.8541,29.0,8.166,2.3635,1737.0,1.0,41.9317,-123.8807,4.3749
6.2114,46.0,3.5117,0.5385,2587.0,2.1092,35.7446,-116.1964,5.0
7.8487,17.0,2.9928,0.5779,1581.0,2.1403,34.0471,-116.3013,5.0
4.4388,4.0,2.2395,0.5902,718.0,4.2819,37.4321,-119.4866,1.6509
5.9201,7.0,6.2775,1.2222,4851.0,5.1518,37.5659,-116.8965,2.3577
7.8799,37.0,7.3332,2.2585,2595.0,2.7738,34.1902,-124.0825,5.0
4.9143,47.0,4.5875,1.4407,3851.0,1.1411,38.3245,-121.1917,5.0
0.5,37.0,3.2834,0.5064,3310.0,2.2222,32.6342,-117.4985,1.802
6.3697,2.0,13.563,3.6706,734.0,3.0519,41.3128,-122.1017,3.3471
1.8359,22.0,5.3736,1.8721,3272.0,1.6161,35.0135,-119.8157,1.9744
2.3829,18.0,6.9021,1.7699,790.0,5.189,32.8758,-114.8078,0.3
4.5486,47.0,3.9303,1.255,4952.0,4.8207,33.5284,-115.9018,3.8236
1.0848,28.0,1.58,0.5,4073.0,2.9869,34.7824,-118.6968,0.683
3.6906,12.0,2.9225,0.8646,2436.0,1.7586,35.1021,-118.5022,2.2594
4.312,30.0,5.1234,0.98,2889.0,1.0973,32.8117,-115.2751,3.5443
1.5029,39.0,1.8425,0.5,3939.0,2.0286,35.1539,-115.5242,2.933
4.07,30.0,7.6664,1.9099,1182.0,3.6512,34.3329,-123.5817,2.8344
1.3581,22.0,5.2231,1.7649,4452.0,6.2014,36.0969,-119.658,0.3
2.2883,37.0,4.8302,1.3825,2419.0,1.056,36.1591,-122.5151,3.9452
6.832,16.0,1.0,0.5,3368.0,5.5489,35.7206,-123.6345,3.8775
1.5149,7.0,5.0942,1.5165,4819.0,6.3098,35.6153,-121.4591,0.3
2.9134,44.0,5.8826,1.7684,2545.0,3.3389,33.3524,-118.1493,3.3989
0.8271,37.0,2.6465,0.8505,3786.0,3.227,32.7394,-116.2385,1.7149
1.4052,38.0,3.7204,0.8019,4274.0,1.5249,34.4201,-115.0102,2.6295
3.9033,46.0,5.8065,1.7894,3307.0,1.5631,39.6882,-120.1013,4.4928
11.104,37.0,2.8169,0.8976,636.0,5.3921,41.9127,-120.1078,5.0
2.6475,2.0,3.6664,1.0931,3853.0,1.0293,41.321,-122.9062,0.8823
2.8934,44.0,3.1218,0.8942,3246.0,2.1914,37.2901,-122.4737,3.5921
4.3125,2.0,7.4302,1.3944,4752.0,1.6366,37.5523,-123.4341,2.8649
9.1473,36.0,10.1108,3.4541,4015.0,2.5131,35.4885,-114.3506,5.0
4.7184,51.0,5.9055,1.2216,3039.0,4.4486,39.8524,-123.173,4.7039
3.7823,21.0,4.2608,0.9935,1777.0,1.0,39.7652,-116.6309,3.0796
3.433,16.0,8.1768,1.3406,3708.0,2.4122,40.5206,-121.1953,2.6686
1.7664,48.0,1.5367,0.5,3781.0,4.7481,41.0073,-118.9137,0.8746
14.5753,24.0,5.0173,0.9222,2490.0,1.0,36.6263,-115.4238,5.0
1.7337,48.0,10.4512,2.8666,1078.0,5.0828,39.7853,-114.7639,2.8783
11.5154,16.0,3.339,0.6976,3989.0,1.0,40.1608,-122.0016,5.0
2.9712,10.0,6.8773,2.2409,3405.0,1.4639,35.4304,-115.0228,1.3827
4.87,29.0,8.5343,1.3145,3337.0,2.2701,41.3278,-121.8787,4.1226
3.9863,19.0,5.7602,1.0896,3321.0,4.0937,33.3962,-116.1301,2.1004
0.5299,37.0,2.8595,0.5,2320.0,5.1574,41.9456,-124.3414,0.5837
0.8939,16.0,3.6795,0.6272,566.0,1.457,39.8159,-118.9336,0.8048
1.867,39.0,7.4998,1.4821,4763.0,4.688,33.3861,-116.9515,2.8396
1.86,19.0,7.3982,2.3896,4523.0,4.7805,38.7342,-115.775,0.9296
3.8395,19.0,5.5026,1.767,1655.0,1.0,32.8247,-115.7523,1.9806
3.6328,37.0,1.171,0.5,564.0,3.2369,39.8168,-121.3918,3.6685
6.1966,14.0,1.9984,0.5,4623.0,3.1151,40.0926,-115.6272,3.4823
6.379,15.0,4.9124,1.4077,1325.0,7.6757,38.2229,-121.1341,2.638
2.3796,28.0,3.2359,0.9361,1158.0,1.6634,40.6402,-122.0688,2.5533
2.2722,17.0,2.3431,0.7846,3252.0,1.9845,33.4299,-124.4847,1.9078
2.1568,20.0,2.3665,0.79,4070.0,1.0,35.1213,-122.0486,1.8682
8.8939,18.0,17.4651,3.5233,296.0,2.8524,36.4347,-123.2682,5.0
2.4091,32.0,6.1462,2.0095,2775.0,5.9281,32.9034,-117.4807,1.2477
1.9086,18.0,7.4449,1.9077,2708.0,1.8441,36.7581,-122.9942,1.8066
3.0747,32.0,4.432,1.4757,2984.0,4.7037,35.0195,-118.412,2.3746
6.5,12.0,9.3573,2.6676,4954.0,2.2185,36.231,-123.1847,4.3609
5.7735,46.0,7.0312,1.7077,1357.0,2.1558,36.5385,-117.174,5.0
0.9269,49.0,5.7944,1.5392,2004.0,1.0,40.8544,-121.5303,3.3159
3.4453,1.0,5.8741,1.1573,2431.0,1.0,35.0682,-121.2896,2.9813
1.8552,6.0,3.0189,0.7964,455.0,5.0481,40.9906,-117.84,0.3
3.27,6.0,2.8858,0.5892,2332.0,4.1377,36.5467,-114.735,1.0255
0.6314,10.0,6.0671,1.4461,1196.0,1.1984,35.6142,-114.1873,1.3511
6.7494,41.0,8.7161,1.8256,4251.0,1.0,37.2739,-120.7845,5.0
6.1069,13.0,10.79,2.5752,4829.0,2.6548,36.4686,-114.6582,4.6932
7.0511,30.0,7.8727,2.5341,3701.0,2.3682,34.945,-118.1319,5.0
11.7822,13.0,11.549,3.0421,3677.0,2.3847,37.2755,-115.0727,5.0
7.6576,4.0,10.4503,1.6701,2715.0,3.5711,33.9421,-124.2103,4.1216
10.0839,5.0,4.7103,1.3638,4756.0,1.287,35.8433,-124.155,5.0
0.5141,49.0,13.2215,3.7324,4221.0,9.1687,37.875,-123.7244,1.3777
1.5156,29.0,5.3168,0.8926,3006.0,1.052,36.4274,-116.1343,2.6573
4.9448,34.0,5.0844,1.08,3611.0,2.6981,40.3272,-123.0653,3.6163
3.1564,10.0,7.4761,1.5005,462.0,3.6697,34.9389,-122.6635,2.5872
2.2966,25.0,10.7751,2.6082,4909.0,1.0,41.7128,-118.4118,2.1374
6.803,34.0,3.3904,0.7676,3657.0,1.0,39.9549,-114.5426,5.0
5.9007,40.0,5.299,1.6722,1213.0,1.0,41.6921,-118.602,5.0
10.7259,34.0,4.6811,1.068,3986.0,1.0,40.4623,-116.881,5.0
0.5,31.0,2.6639,0.5,1914.0,6.8984,33.85,-122.5476,0.3
10.3894,32.0,3.3832,0.6996,4781.0,1.424,37.5014,-114.9926,5.0
5.8011,20.0,2.7576,0.5,3193.0,1.5863,34.1148,-123.9189,3.0275
2.1464,36.0,7.2485,1.5589,2092.0,1.9995,40.2732,-121.5587,3.577
5.0697,16.0,4.5349,1.4524,4557.0,3.5453,38.0495,-119.7813,2.8921
12.7635,37.0,4.0534,1.04,3221.0,2.7861,35.0028,-122.1478,5.0
3.9335,24.0,6.7369,1.4936,3555.0,1.8334,41.3312,-117.5969,3.6167
3.8176,30.0,6.8493,2.2555,4019.0,1.0,33.5943,-117.4406,3.7019
2.1754,25.0,10.4551,2.5273,2924.0,1.0,37.8567,-122.2967,3.4414
7.0412,29.0,1.1204,0.5,533.0,8.4663,39.3499,-124.4107,4.259
2.4538,37.0,9.2113,1.7547,1601.0,8.3546,33.0591,-123.7271,1.8795
3.4494,15.0,2.551,0.5707,344.0,1.0,38.1796,-124.4955,3.1002
5.2806,25.0,6.4351,1.6179,3575.0,2.5528,40.2511,-115.0839,3.6767
1.9069,21.0,2.4073,0.6078,4458.0,1.0,33.1415,-118.0347,2.1344
0.5,1.0,7.812,2.4241,3473.0,1.0831,37.3663,-123.0603,1.434
5.0406,44.0,3.5683,0.9488,2864.0,1.5865,34.9563,-123.5379,5.0
14.9434,35.0,7.0985,2.3391,4310.0,1.8531,38.7978,-115.997,5.0
1.079,3.0,3.1812,1.0606,696.0,4.9291,33.6274,-116.0652,0.3
3.7701,4.0,1.4415,0.5,2333.0,2.8016,41.402,-114.8553,1.521
7.0243,48.0,3.2536,0.9326,217.0,4.0129,40.9999,-122.8436,5.0
4.0494,44.0,6.8537,2.1034,782.0,1.0,34.2668,-119.0683,4.6077
8.3437,38.0,4.4623,0.9946,4198.0,2.0949,35.571,-123.2366,5.0
2.3094,37.0,8.3786,1.7314,841.0,4.1227,38.0825,-116.2253,2.9573
5.1076,43.0,4.888,1.5922,2050.0,1.3262,39.3216,-120.2102,5.0
5.8639,31.0,6.2337,1.675,4076.0,1.0,36.7052,-117.2634,5.0
1.0218,1.0,1.6821,0.5,1884.0,1.4584,33.9848,-124.1847,0.3
3.4215,24.0,6.8713,1.8253,734.0,5.7612,33.4894,-116.4095,2.1134
5.2184,17.0,8.9585,1.7419,3921.0,2.2496,41.9978,-122.1133,4.1919
1.3706,9.0,1.1101,0.5,2882.0,2.1775,36.8258,-115.7348,0.7568
2.3137,44.0,2.0602,0.5891,3013.0,2.0197,40.7891,-122.5671,3.0653
3.3571,34.0,14.4546,4.5687,2267.0,2.3398,37.0826,-116.283,3.7799
3.5594,47.0,6.0734,1.4006,4832.0,8.4794,41.2624,-123.1053,2.3469
9.39,6.0,4.5215,0.7679,1674.0,1.0,33.3337,-117.6005,5.0
4.9223,50.0,4.1336,1.2608,1731.0,2.6122,33.5832,-116.3957,5.0
1.1767,31.0,1.0,0.5,4148.0,5.2331,41.3315,-120.4832,1.1087
8.7638,29.0,7.735,2.1217,2177.0,3.0764,41.5012,-121.9589,5.0
3.0799,10.0,4.3381,0.9185,655.0,3.2188,35.4898,-120.9169,2.9858
3.7255,32.0,5.4943,0.8729,2160.0,1.0,35.8741,-121.4154,5.0
10.8247,31.0,9.0209,2.4282,2935.0,6.8502,36.7983,-117.9161,5.0
2.676,36.0,4.8592,1.4842,2966.0,1.2771,36.4535,-124.0366,3.7902
5.9136,8.0,10.0668,2.1213,1997.0,1.7829,34.3054,-124.0691,4.6764
2.1604,33.0,1.474,0.5,4968.0,2.181,41.0346,-121.5072,3.2448
8.4462,5.0,6.6067,1.1614,607.0,4.5316,34.9064,-121.6195,4.5196
3.5605,4.0,3.6492,1.0802,3233.0,2.4475,39.2001,-122.6585,1.8003
3.3272,25.0,6.7802,2.1753,3843.0,1.0,33.138,-117.0451,2.9722
0.5,7.0,4.4727,1.0192,1740.0,3.4527,32.8681,-124.2529,0.4799
6.313,37.0,10.4937,1.8583,2075.0,3.6137,38.7104,-114.888,5.0
2.0782,25.0,8.0517,1.9897,1052.0,3.1399,35.7207,-116.6221,1.8355
6.7799,13.0,3.7409,0.9984,1487.0,1.094,38.7269,-120.3092,5.0
4.681,14.0,3.5296,0.6112,1142.0,2.0614,33.3932,-115.5671,3.7461
5.0424,26.0,6.55,1.2377,3905.0,7.2828,41.5236,-118.0712,2.3724
3.2308,31.0,4.682,0.7627,2676.0,1.0,39.6109,-118.5696,3.4247
3.4499,41.0,5.9691,1.9058,1007.0,4.186,40.8245,-121.2446,3.9549
1.6745,30.0,7.3487,1.6607,1523.0,3.6636,33.7965,-117.6037,1.551
1.1261,29.0,9.1625,2.3952,4694.0,2.527,35.5415,-123.0472,3.5054
10.7131,31.0,4.237,1.2215,3912.0,1.9627,35.9993,-119.041,5.0
9.4832,31.0,2.8539,0.5726,1365.0,2.5422,37.6031,-123.2925,5.0
1.1403,18.0,10.5709,3.2043,1972.0,1.0,35.3203,-119.8705,1.6549
1.5284,12.0,9.0114,1.6489,2461.0,2.8233,33.076,-118.0908,0.987
3.6165,27.0,6.8538,2.3837,1135.0,1.1142,36.0043,-122.8828,3.6425
2.6408,7.0,7.6513,1.8643,1680.0,1.0,34.9182,-122.19,1.8544
4.1458,13.0,5.0611,1.2595,845.0,3.7422,36.1663,-116.0421,1.724
2.0962,8.0,7.5029,1.9595,3198.0,2.2345,34.3711,-121.8406,1.637
3.6916,25.0,11.6544,2.4259,2027.0,4.7341,34.988,-123.5062,2.9029
3.0694,50.0,2.596,0.6257,4571.0,2.3829,38.456,-121.0608,4.7482
5.76,45.0,3.077,0.5,2515.0,6.6851,36.1875,-114.7745,4.2439
4.9395,5.0,8.0775,2.5606,1639.0,7.2059,35.7811,-117.2847,1.6913
5.2733,42.0,1.0,0.5,4604.0,2.7254,37.5721,-118.5155,4.5352
2.7478,8.0,12.075,2.7142,1454.0,5.9461,39.8327,-115.7596,0.5377
1.0913,47.0,13.5402,4.3176,1920.0,1.0,36.0992,-117.6341,4.2012
11.5481,11.0,2.8714,0.8017,2824.0,2.1097,38.0814,-116.0641,5.0
8.2973,7.0,2.9025,0.6102,289.0,4.4157,41.6789,-117.6656,3.5999
3.5825,41.0,1.0,0.5,1297.0,2.884,37.4588,-115.5117,2.9089
1.7949,43.0,2.8525,0.7521,4396.0,1.0,41.1431,-118.0103,4.0567
6.8832,21.0,5.263,1.0683,321.0,1.0,40.0399,-121.7453,5.0
0.5466,28.0,1.3708,0.5,3151.0,4.1445,33.0578,-124.0724,1.352
13.4421,41.0,9.5884,1.9395,3983.0,6.2944,36.5764,-123.4047,5.0
4.9762,44.0,9.1693,2.9461,1058.0,1.0,39.134,-119.1706,5.0
1.3999,22.0,6.135,1.9882,3736.0,3.9591,41.8738,-114.3936,0.4925
1.869,41.0,3.6161,0.898,3629.0,4.9213,36.8546,-116.6016,1.628
2.6132,41.0,3.2799,0.8745,3703.0,2.9618,33.3815,-116.4354,2.1113
15.0,41.0,7.8163,1.7346,4052.0,4.1892,37.8391,-117.5966,5.0
3.1305,46.0,10.876,3.539,3268.0,2.7404,33.7024,-115.1037,4.0802
5.806,43.0,3.5969,1.1785,826.0,1.946,39.6394,-116.8512,5.0
0.5461,23.0,11.0726,3.0386,4457.0,1.4708,37.3229,-121.813,1.6083
5.6696,17.0,6.9421,1.2082,1212.0,3.0223,39.3726,-119.3054,3.5678
7.9156,51.0,11.2554,2.8493,3000.0,5.505,40.7589,-120.2948,5.0
2.8644,23.0,4.2353,1.2187,358.0,4.8308,38.475,-122.7799,1.9231
2.0315,48.0,2.0896,0.7036,3129.0,4.8568,38.3182,-122.1873,3.3983
2.6533,51.0,11.2626,3.793,3298.0,1.8608,39.6684,-121.5344,5.0
4.2669,1.0,3.3862,1.0362,4049.0,5.5217,40.5033,-122.6941,0.3
3.8819,8.0,9.7282,1.4839,2689.0,1.0,40.756,-122.24,3.2309
4.0825,29.0,1.0,0.5,4349.0,2.2639,32.8461,-114.9695,3.2263
2.0626,5.0,5.4597,1.8381,2291.0,7.4068,37.7838,-120.9303,0.3
2.9049,34.0,6.9892,1.5746,4220.0,1.0,34.5546,-115.8938,3.7647
5.8626,1.0,6.0833,1.649,1298.0,3.8384,40.6733,-123.8303,2.5334
1.8467,44.0,6.1626,1.9499,3440.0,2.0337,38.6598,-114.2892,3.3759
1.9442,22.0,4.9664,0.9456,3540.0,3.7642,36.4921,-116.5462,1.1836
0.5,35.0,4.6987,0.8899,825.0,1.0,34.287,-115.0702,0.5506
3.5491,24.0,6.5785,2.2039,3096.0,2.4911,35.7207,-119.0305,2.6285
13.4343,36.0,10.6769,3.3893,2159.0,1.0,39.1859,-117.9008,5.0
7.8641,35.0,3.3735,0.8002,1981.0,2.2265,34.4414,-120.7475,5.0
2.0354,15.0,8.0376,2.6803,2361.0,5.4124,33.389,-120.0069,0.5297
3.4212,41.0,2.1415,0.5623,3256.0,2.2284,40.9363,-116.6923,3.1424
1.6918,42.0,7.3214,1.4186,3345.0,2.3676,39.76,-123.9803,3.2536
1.0966,17.0,3.8549,0.8506,584.0,4.794,34.3981,-124.1199,1.1405
11.1649,4.0,3.0005,0.9387,3601.0,6.3192,35.277,-115.4008,3.9074
4.3756,23.0,6.4908,1.6845,3758.0,1.7294,41.7347,-123.3559,3.0266
0.5833,34.0,11.7278,1.8205,2911.0,1.2473,39.2278,-117.0013,3.2277
3.2481,40.0,2.6898,0.678,4325.0,7.4474,38.3,-122.4248,2.2059
5.6854,11.0,2.3038,0.5,526.0,1.2399,35.4225,-120.6914,3.6343
4.799,25.0,5.4174,0.9918,4825.0,4.4577,35.3417,-121.4471,3.8436
15.0,40.0,3.0917,0.8676,916.0,1.0,32.8755,-119.4005,5.0
8.906,27.0,5.5371,1.5204,4316.0,1.9763,39.4206,-115.9027,4.9583
3.4314,41.0,4.1999,1.0851,420.0,2.8185,32.9102,-115.3944,3.265
10.0203,35.0,2.3275,0.6378,2430.0,2.7367,32.5461,-122.1907,5.0
1.9431,9.0,3.4077,0.7924,4580.0,1.7083,39.4302,-120.9885,1.625
2.2944,11.0,9.8037,1.4828,2548.0,1.2453,41.5143,-115.7961,1.8454
9.0251,41.0,4.5396,1.279,807.0,6.0878,39.6868,-123.5678,5.0
0.8695,36.0,5.2724,1.5518,4520.0,1.0,36.9806,-123.2843,3.206
10.7087,43.0,3.0032,0.7876,2223.0,2.2995,37.1174,-119.5124,5.0
5.0682,16.0,6.4627,1.7544,4445.0,2.9277,36.6433,-116.2825,3.7327
1.1402,3.0,8.2578,1.5459,816.0,4.7304,35.5841,-121.0058,1.0181
3.5691,13.0,5.8225,1.1677,1606.0,1.9157,37.4563,-123.7779,2.2558
6.0853,22.0,4.3996,1.1356,2224.0,1.8419,36.5959,-114.4342,4.964
2.5342,7.0,9.1594,1.9022,1142.0,6.5608,38.1826,-114.7353,0.7186
15.0,10.0,5.3942,1.0518,304.0,1.862,41.0321,-117.7202,5.0
2.9438,8.0,10.5222,3.2212,3236.0,5.782,41.9526,-117.4085,1.1987
1.5313,7.0,7.5951,2.075,2799.0,1.1968,33.2481,-114.7896,0.671
1.5259,20.0,4.3278,0.7377,4731.0,1.1163,36.1545,-117.8038,2.2529
1.1511,41.0,1.7324,0.5505,3177.0,1.553,34.2167,-116.3005,2.5279
2.4059,20.0,7.7222,1.9819,2636.0,4.8372,35.8451,-119.6794,1.841
3.5595,15.0,10.5607,3.1711,3743.0,4.328,35.231,-122.1288,3.6648
9.3447,28.0,2.6221,0.6806,4607.0,7.5583,34.1581,-115.8417,5.0
0.5,33.0,5.0597,1.2391,222.0,7.0928,39.7587,-117.3824,0.3
2.2404,18.0,7.6683,2.2408,4183.0,1.9142,37.2147,-121.4886,2.5929
4.3513,1.0,4.3518,1.0648,4714.0,2.2406,41.2328,-118.0179,2.0356
1.0867,16.0,5.4453,1.5156,214.0,1.9781,32.8096,-116.0086,1.0437
1.746,5.0,13.0363,3.4352,1759.0,1.0,33.1363,-121.6884,1.8074
3.1542,8.0,6.403,1.8778,2799.0,3.2776,36.3311,-116.5112,1.8796
2.947,32.0,3.0923,0.9485,244.0,3.571,33.2626,-123.7476,2.1885
2.958,10.0,5.3885,1.5706,3204.0,1.0,34.9959,-118.0005,1.6834
4.6783,19.0,5.4477,1.8217,3455.0,3.1281,41.8673,-114.1111,2.4948
0.5,21.0,2.6543,0.8969,4594.0,1.0,34.4851,-115.4897,0.3797
1.1494,45.0,16.0539,2.7566,4075.0,1.7127,34.3821,-115.3932,3.5645
4.6988,8.0,1.0,0.5,3919.0,3.0321,37.9496,-117.4243,1.8231
3.0137,5.0,1.7515,0.5,2424.0,1.2515,37.231,-119.7037,1.6842
1.7291,28.0,2.6056,0.5,1891.0,1.0,38.0142,-117.457,1.8184
3.1311,32.0,1.765,0.5,4024.0,1.4089,36.079,-121.1596,3.4826
